chembl_id,pref_name,canonical_smiles,status,targets,mechanism_of_action
CHEMBL268365,,O=C(c1ccccc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1,investigational,,
CHEMBL6230,,O=c1cnn(-c2ccc(C(O)c3ccc(Cl)cc3)c(Cl)c2)c(=O)[nH]1,investigational,,
CHEMBL6254,,O=C(c1ccccc1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,investigational,,
CHEMBL6268,,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(O)c1ccccc1,investigational,,
CHEMBL414196,,COc1cc2nc(N3CCN(C(=O)C4CC4c4ccccc4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL268528,,COc1ccc(C(=O)c2ccc(-n3ncc(=O)[nH]c3=O)cc2)cc1,investigational,,
CHEMBL112998,,COc1cc2nc(N3CCN(S(=O)(=O)c4cccs4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL6266,,c1ccc2c(c1)c1cc[n+]2Cc2ccc(cc2)-c2ccc(cc2)C[n+]2ccc(c3ccccc32)NCCCCCCCCCCN1,investigational,,
CHEMBL6354,,Nc1cc[n+](Cc2cccc(-c3cccc(C[n+]4ccc(N)c5ccccc54)c3)c2)c2ccccc12,investigational,,
CHEMBL429017,,Nc1cc[n+](Cc2ccc(CCc3ccc(C[n+]4ccc(N)c5ccccc54)cc3)cc2)c2ccccc12,investigational,,
CHEMBL6361,,Nc1cc[n+](Cc2ccc(/C=C\c3ccc(C[n+]4ccc(N)c5ccccc54)cc3)cc2)c2ccccc12,investigational,,
CHEMBL6212,,c1ccc(C[n+]2ccc(NCCCCCCCCCCNc3cc[n+](Cc4ccccc4)c4ccccc34)c3ccccc32)cc1,investigational,,
CHEMBL258254,,C1=C\c2ccc(cc2)C[n+]2ccc(c3ccccc32)NCCCCCCCCCCNc2cc[n+](c3ccccc23)Cc2ccc/1cc2,investigational,,
CHEMBL266885,,c1ccc2c(c1)c1cc[n+]2Cc2ccc(cc2)CCc2ccc(cc2)C[n+]2ccc(c3ccccc32)NCCCCCCCCCCN1,investigational,,
CHEMBL446445,UCL-1530,c1ccc2c(c1)c1cc[n+]2Cc2ccc(cc2)Cc2ccc(cc2)C[n+]2ccc(c3ccccc32)NCCCCCCCCCCN1,investigational,,
CHEMBL6356,,Nc1cc[n+](Cc2ccc3c(c2)Cc2cc(C[n+]4ccc(N)c5ccccc54)ccc2-3)c2ccccc12,investigational,,
CHEMBL269729,,Nc1cc[n+](Cc2ccc(-c3ccc(C[n+]4ccc(N)c5ccccc54)cc3)cc2)c2ccccc12,investigational,,
CHEMBL6344,,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(=O)c1ccc(Cl)cc1Cl,investigational,,
CHEMBL6207,,c1ccc2c(c1)c1cc[n+]2Cc2ccc3c(c2)Cc2cc(ccc2-3)C[n+]2ccc(c3ccccc32)NCCCCCCCCCCN1,investigational,,
CHEMBL6315,,Nc1cc[n+](Cc2ccc(Cc3ccc(C[n+]4ccc(N)c5ccccc54)cc3)cc2)c2ccccc12,investigational,,
CHEMBL266223,,COC(=O)/C=C/C(=O)Nc1ccc(CCCCC(=O)N2CCN(c3nc(N)c4cc(OC)c(OC)cc4n3)CC2)cc1,investigational,,
CHEMBL263077,,COc1cc2nc(N3CCN(C(=O)CCc4ccccc4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL6347,,COc1ccc(/C=C/C(=O)N2CCN(c3nc(N)c4cc(OC)c(OC)cc4n3)CC2)cc1,investigational,,
CHEMBL6348,,COc1cc2nc(N3CCN(C(=O)/C=C/c4cccc(F)c4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL6339,,COc1cc2nc(N3CCN(C(=O)C4CC5C=CC4C5)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL6340,,C/C=C/C=C/C(=O)N1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,investigational,,
CHEMBL268768,,COc1cc2nc(N3CCN(C(=O)/C=C/c4ccccc4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL6358,,COc1cc2nc(N3CCN(C(=O)/C=C/c4ccc(F)cc4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL6351,,COc1cc2nc(N3CCN(C(=O)/C=C/c4ccc(Cl)cc4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL6342,,COc1cc2nc(N3CCN(C(=O)/C(F)=C/c4ccccc4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL6218,,COc1cc2nc(N3CCN(C(=O)Nc4ccccc4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL6219,,COC(=O)/C=C/C(=O)Nc1ccc(/C=C/C(=O)N2CCN(c3nc(N)c4cc(OC)c(OC)cc4n3)CC2)cc1,investigational,,
CHEMBL6208,,COc1cc2nc(N3CCN(/C(S)=N/C4CCCCC4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL429379,,COc1cc2nc(N3CCN(C(=O)C4=CC5C=CC4CC5)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL415285,,COc1cc2nc(N3CCN(S(=O)(=O)c4ccc(C)cc4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL264721,,COc1cc2nc(N3CCN(/C(S)=N/c4ccccc4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL415286,,O=C(c1ccc(-n2ncc(=O)[nH]c2=O)cc1)c1cccs1,investigational,,
CHEMBL6226,,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1Cc1ccccc1,investigational,,
CHEMBL6236,,Cc1cc(-n2ncc(=O)[nH]c2=O)cc(Cl)c1C(=O)c1ccc(Cl)cc1,investigational,,
CHEMBL6237,,O=C(c1ccccc1)c1cccc(-n2ncc(=O)[nH]c2=O)c1,investigational,,
CHEMBL6238,,Cc1cc(-n2ncc(=O)[nH]c2=O)cc(C)c1C(=O)c1ccc(Cl)cc1,investigational,,
CHEMBL266484,,Cc1cc(Cl)ccc1C(=O)c1ccc(-n2ncc(=O)[nH]c2=O)cc1C,investigational,,
CHEMBL6239,,CC(=O)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,investigational,,
CHEMBL6240,,O=C(c1ccccc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,investigational,,
CHEMBL6243,,Cc1cc(C)c(C(=O)c2ccc(-n3ncc(=O)[nH]c3=O)cc2)c(C)c1,investigational,,
CHEMBL6272,,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1,investigational,,
CHEMBL269496,,Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1C(O)c1ccc(Cl)cc1,investigational,,
CHEMBL6283,,c1cncc(CN2CCN(CC3CCCCN3)CC2)c1,investigational,,
CHEMBL6284,,c1cc(CN2CCN(CC3CCCCN3)CC2)ccn1,investigational,,
CHEMBL6277,,CN1CCCCC1CN1CCN(Cc2ccncc2)CC1,investigational,,
CHEMBL268830,,CN1CCCCC1CN1CCN(Cc2cccnc2)CC1,investigational,,
CHEMBL6290,,COc1cc2nc(N3CCN(C(=O)/C=C/c4ccc(Br)cc4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL6308,,CCCC(=O)c1ccc(-n2ncc(=O)[nH]c2=O)cc1,investigational,,
CHEMBL268150,,CC(=O)c1ccc(-n2ncc(=O)[nH]c2=O)cc1,investigational,,
CHEMBL6293,,O=c1cnn(-c2ccc(-c3ccc4oc5ccc(Cl)cc5c(=O)c4c3)cc2)c(=O)[nH]1,investigational,,
CHEMBL447227,,COc1cc2nc(N3CCN(C(=O)c4ccc(N=C=S)c(I)c4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL6302,,COc1cc2nc(N3CCN(/C(S)=N/c4ccc(NC(=S)N5CC5)cc4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL268831,,CN1CCC[C@H]1CN1CCN(Cc2ccncc2)CC1,investigational,,
CHEMBL267915,,CN1CCC[C@H]1CN1CCN(Cc2cccnc2)CC1,investigational,,
CHEMBL2,PRAZOSIN,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL6306,,COC(=O)/C=C/C=C/C(=O)N1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,investigational,,
CHEMBL415103,,COc1cc2nc(N3CCN(C(=O)C4OC4c4ccccc4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL6321,,COc1cc2nc(N3CCN(C(=O)/C=C/C(=O)c4ccccc4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL6323,,COc1cc2nc(N3CCN(C(=O)c4ccc5ccccc5c4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL6313,,COc1cc2nc(N3CCN(/C(S)=N/c4ccc(N=[N+]=[N-])cc4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL266081,,COc1cc2nc(N3CCN(C(=O)c4cccc(CCl)c4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL6314,,COc1cc2nc(N3CCN(C(=O)/C=C/c4ccc(N=C=S)cc4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL6343,,COc1cc2nc(N3CCN(C(=O)/C=C/c4ccc(NC(=O)CBr)cc4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL204146,,O=c1oc2c(O)c(O)ccc2c2ccc(O)cc12,investigational,,
CHEMBL6355,,O=c1oc2ccccc2c2ccccc12,investigational,,
CHEMBL6364,,O=c1oc2c(O)c(O)ccc2c2ccccc12,investigational,,
CHEMBL6365,,O=c1oc2ccccc2c2cc(O)c(O)cc12,investigational,,
CHEMBL266458,,O=c1oc2cc(O)c(O)cc2c2cc(O)c(O)cc12,investigational,,
CHEMBL6366,,COc1cc2nc(N3CCN(C(=O)COc4ccccc4)CC3)nc(N)c2cc1OC,investigational,,
CHEMBL216458,ALPHA-BUNGAROTOXIN,C=C(C=O)C[C@H]1C[C@H](O)[C@]2(C)O[C@@H]3C[C@@H]4O[C@@H]5C[C@]6(C)O[C@]7(C)CC[C@@H]8O[C@@H]9C[C@]%10(C)O[C@@H]%11C(C)=CC(=O)O[C@H]%11C[C@H]%10O[C@H]9C[C@@H](C)[C@H]8O[C@H]7C[C@H]6O[C@@]5(C)C/C=C\[C@H]4O[C@H]3C[C@H]2O1,investigational,,
CHEMBL3,NICOTINE,CN1CCC[C@H]1c1cccnc1,investigational,,
CHEMBL6200,NORNICOTINE,c1cncc([C@@H]2CCCN2)c1,investigational,,
CHEMBL266886,,CCC(C)(C)NC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,investigational,,
CHEMBL269132,,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NC(C)CC(C)C)C2)cc(OC)c1OC,investigational,,
CHEMBL269133,,CCCC(C)NC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,investigational,,
CHEMBL6346,SCR01020,O=C(C1CCCCN1)N1CCN(Cc2cccnc2)CC1,investigational,,
CHEMBL414181,,c1cncc(CN2CCN(C[C@@H]3CCCN3)CC2)c1,investigational,,
CHEMBL6334,,c1cc(CN2CCN(C[C@@H]3CCCN3)CC2)ccn1,investigational,,
CHEMBL263076,,O=c1oc2c(O)c(O)ccc2c2cc(F)ccc12,investigational,,
CHEMBL6335,,O=c1oc2c(Cl)c(Cl)ccc2c2cc(O)c(O)cc12,investigational,,
CHEMBL6336,,Cc1cc(O)c(O)c2oc(=O)c3ccc(F)cc3c12,investigational,,
CHEMBL6353,,ONC1c2cc(O)c(O)cc2-c2cc(O)c(O)cc21,investigational,,
CHEMBL6345,,O=C1c2cc(O)c(O)cc2-c2cc(O)c(O)cc21,investigational,,
CHEMBL268770,,O=c1oc2c(F)c(F)ccc2c2cc(O)c(O)cc12,investigational,,
CHEMBL6349,,O=c1oc2cc(O)c(O)cc2c2cc(F)ccc12,investigational,,
CHEMBL413593,,C[C@]12CCC3C(CC=C4C[C@@H](O)[C@H]5COC[C@]43C5)C1CC[C@@H]2OC1CC1,investigational,,
CHEMBL267358,,C[C@]12CCC(=O)C=C1C(=O)CC1C2CC[C@@]2(C)C1CC[C@@H]2OC1CC1,investigational,,
CHEMBL6338,,O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12,investigational,,
CHEMBL269134,,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NCC(C)(C)C)C2)cc(OC)c1OC,investigational,,
CHEMBL6359,,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NC(C)(C)C)C2)cc(OC)c1OC,investigational,,
CHEMBL6211,,CCCCCCCC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,investigational,,
CHEMBL266184,,CCCCCCCCCC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,investigational,,
CHEMBL6217,,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(C)=O)C2)cc(OC)c1OC,investigational,,
CHEMBL24879,,CCCCCCCCNC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,investigational,,
CHEMBL227457,,CCCCCCCCCCCCCCCCCC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,investigational,,
CHEMBL6201,,Cn1c(CC(=O)O)cc(CO)c1C(=O)c1ccc(Cl)cc1,investigational,,
CHEMBL265773,,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)COc3ccc(Cl)cc3)C2)cc(OC)c1OC,investigational,,
CHEMBL414696,,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)COc3ccc(F)cc3)C2)cc(OC)c1OC,investigational,,
CHEMBL267913,,C[C@]12CCC(=O)C=C1CCC1C2CC[C@@]2(C)C1CC[C@@H]2OC1CC1,investigational,,
CHEMBL6245,,CC1(C)C2=CCC3C(CC[C@@]4(C)C3CC[C@@H]4OC3CC3)[C@@]2(C)CC[C@@H]1O,investigational,,
CHEMBL4,OFLOXACIN,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,investigational,,
CHEMBL5,NALIDIXIC ACID,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,investigational,,
CHEMBL6246,ELLAGIC ACID,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,investigational,,
CHEMBL6247,,Cc1cc(O)c(O)c2oc(=O)c3cc(O)c(O)cc3c12,investigational,,
CHEMBL268597,,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)C3CCCCC3)C2)cc(OC)c1OC,investigational,,
CHEMBL6270,,CCC(CC)C(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,investigational,,
CHEMBL6311,,CC(=O)/C=C/CC1C(=O)N2[C@@H](C(=O)O)C(C)(C)S(=O)(=O)[C@@H]12,investigational,,
CHEMBL6312,,C=Cn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(CNCC)C3)c(F)c21,investigational,,
CHEMBL204021,DARAPLADIB,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2,investigational,,
CHEMBL383864,,COCCc1ccc(OCC(O)CN(CC(O)COc2ccc(CCOC)cc2)C(C)COCC(C)OCC(C)OCC(C)N(CC(O)COc2ccc(CCOC)cc2)CC(O)COc2ccc(CCOC)cc2)cc1,investigational,,
CHEMBL266222,,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)N[C@@H](CCCCN)C(=O)O,investigational,,
CHEMBL6263,,CCCCCN(CCCCC)C(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,investigational,,
CHEMBL6319,,CCCCN(CCCC)C(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,investigational,,
CHEMBL6341,,CCCC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,investigational,,
CHEMBL269131,,CCCN(CCC)C(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,investigational,,
CHEMBL6322,PMS-601,CCN(CC)C(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,investigational,,
CHEMBL267357,,COc1cc(NC(=O)OCC2CN(C(=O)c3cc(OC)c(OC)c(OC)c3)CCN2C(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,investigational,,
CHEMBL380444,,CCC(CC)NC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,investigational,,
CHEMBL204022,,CCC(C)CNC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,investigational,,
CHEMBL6350,,CCCCC(CC)CNC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,investigational,,
CHEMBL6202,,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NCCC(C)C)C2)cc(OC)c1OC,investigational,,
CHEMBL258053,,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NC(C)C(C)C)C2)cc(OC)c1OC,investigational,,
CHEMBL6203,,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)c3ccccc3Cl)C2)cc(OC)c1OC,investigational,,
CHEMBL258253,,CCCCCC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,investigational,,
CHEMBL263777,,Cc1nccn1CCCCc1ccc(CC(=O)N[C@H](CO)Cc2ccc(OCCC3CCCCC3)c(CCCN)c2)cc1,investigational,,
CHEMBL268596,,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)C(C)(C)C)C2)cc(OC)c1OC,investigational,,
CHEMBL6,INDOMETHACIN,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,investigational,,
CHEMBL266220,,O=C(C1CCCCN1)N1CCN(Cc2ccncc2)CC1,investigational,,
CHEMBL6233,,O=C(C1CCCCN1)N1CCN(Cc2ccccn2)CC1,investigational,,
CHEMBL6234,,O=C([C@@H]1CCCN1)N1CCN(Cc2cccnc2)CC1,investigational,,
CHEMBL268598,,O=C([C@@H]1CCCN1)N1CCN(Cc2ccccn2)CC1,investigational,,
CHEMBL6232,,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)CC(C)(C)C)C2)cc(OC)c1OC,investigational,,
CHEMBL6253,,C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2OC1CC1,investigational,,
CHEMBL414006,,C[C@]12CCC3C(CCC4=CC(=O)[C@H]5COC[C@]43C5)C1CC[C@@H]2OC1CC1,investigational,,
CHEMBL414007,,CCC(CC)C(=O)OCC1CN(Cc2cc(OC)c(OC)c(OC)c2)CCN1Cc1cc(OC)c(OC)c(OC)c1,investigational,,
CHEMBL267229,,COc1cc(N2CCN(c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,investigational,,
CHEMBL6244,,COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,investigational,,
CHEMBL6227,,Cc1nccn1CCCCc1ccc(CC(=O)N[C@H](CO)Cc2ccc(OCCC3CCCCC3)c(CCCCN)c2)cc1,investigational,,
CHEMBL6242,,Cc1nccn1CCCCc1ccc(CC(=O)N[C@@H](CO)Cc2ccc(OCCC3CCCCC3)c(CCCN)c2)cc1,investigational,,
CHEMBL269340,,CCCCNC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,investigational,,
CHEMBL6251,,N[C@@H](CCC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)O,investigational,,
CHEMBL440577,,COC(=O)[C@@H](N)CO,investigational,,
CHEMBL263074,,Cl.N[C@@H](CNC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)O,investigational,,
CHEMBL6267,,COC(=O)[C@@H](N)COC(=O)Nc1ccc([N+](=O)[O-])cc1.Cl,investigational,,
CHEMBL6285,,COC(=O)[C@@H](N)CCC(=O)Nc1ccc([N+](=O)[O-])cc1.Cl,investigational,,
CHEMBL267627,,CON(C)C(=O)/C=C/CC1C(=O)N2[C@@H]1[S+]([O-])C(C)(C)[C@@H]2C(=O)O,investigational,,
CHEMBL6286,,CC1(C)[C@H](C(=O)O)N2C(=O)C(C/C=C/C=O)[C@H]2S1(=O)=O,investigational,,
CHEMBL403,SULBACTAM,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,investigational,,
CHEMBL6289,,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(OC)c3c2F)C1,investigational,,
CHEMBL6282,,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4C)c3c2F)C1,investigational,,
CHEMBL448105,,CC(C)C[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(N)=O,investigational,,
CHEMBL6269,SC-58272,Cc1nccn1CCCCc1ccc(CC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)NCCC2CCCCC2)cc1,investigational,,
CHEMBL6300,,COC(=O)[C@@H](N)CNC(=O)Nc1ccc([N+](=O)[O-])cc1.Cl,investigational,,
CHEMBL6301,,CC(=O)/C=C/CC1C(=O)N2[C@@H](C(=O)O)C(C)(C)S(=O)(=O)[C@H]12,investigational,,
CHEMBL6309,,COC(=O)/C=C/CC1C(=O)N2[C@@H](C(=O)O)C(C)(C)S(=O)(=O)[C@H]12,investigational,,
CHEMBL265664,,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C(C)C)c3c2F)C1,investigational,,
CHEMBL6265,,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCCC4)c3c2F)C1,investigational,,
CHEMBL268887,,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4ccc(F)cc4)c3c2F)C1,investigational,,
CHEMBL6259,DIFLOXACIN,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,investigational,,
CHEMBL404,TAZOBACTAM,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,investigational,,
CHEMBL6261,,CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(CC4CCCN4)nn3)[C@H]2S1(=O)=O,investigational,,
CHEMBL6281,,CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(-c4ccc(O)cc4)nn3)[C@H]2S1(=O)=O,investigational,,
CHEMBL6273,FLEROXACIN,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,investigational,,
CHEMBL6287,,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C)c3c2F)C1,investigational,,
CHEMBL267628,,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCCCC4)c3c2F)C1,investigational,,
CHEMBL6291,BISINDOLYLMALEIMIDE IX,Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,investigational,,
CHEMBL6292,,CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(-c4ccc(F)cc4)nn3)[C@H]2S1(=O)=O,investigational,,
CHEMBL267863,,CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(-c4ccc(N)cc4)nn3)[C@H]2S1(=O)=O,investigational,,
CHEMBL263882,,CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(CC(N)Cc4ccc(O)cc4)nn3)[C@H]2S1(=O)=O,investigational,,
CHEMBL6331,,Cn1cc(C2=C(c3cn(CCC[N+](C)(C)C)c4ccccc34)C(=O)NC2=O)c2ccccc21,investigational,,
CHEMBL6332,,Cn1cc(C2=C(c3cn(CCCCC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,investigational,,
