ncats_id,name,smiles,status,atc,mechanism
0SAC974Z85,CANAGLIFLOZIN,,approved,,
B0P231ILBK,OSPEMIFENE,,approved,,
D2UX06XLB5,POMALIDOMIDE,,approved,,
JHC049LO86,ALOGLIPTIN,,approved,,
78846I289Y,BEDAQUILINE,,approved,,
3Z9Y7UWC1J,APIXABAN,,approved,,
82KUB0583F,LOMITAPIDE,,approved,,
4340891KFS,PONATINIB,,approved,,
1C39JW444G,CABOZANTINIB,,approved,,
87LA6FU830,TOFACITINIB,,approved,,
6FG8041S5B,OMACETAXINE MEPESUCCINATE,,approved,,
H821664NPK,PERAMPANEL,,approved,,
24T2A1DOYB,REGORAFENIB,,approved,,
1C058IKG3B,TERIFLUNOMIDE,,approved,,
5018V4AEZ0,BOSUTINIB,,approved,,
93T0T9GKNU,ENZALUTAMIDE,,approved,,
K17VY42F6C,ACLIDINIUM,,approved,,
72X6E3J5AR,CARFILZOMIB,,approved,,
MVR3JL3B2V,MIRABEGRON,,approved,,
637E494O0Z,LORCASERIN,,approved,,
DR5S136IVO,AVANAFIL,,approved,,
1O6WQ6T7G3,TAFLUPROST,,approved,,
1Y740ILL1Z,IVACAFTOR,,approved,,
25X868M3DS,VISMODEGIB,,approved,,
C9LVQ0YUXG,AXITINIB,,approved,,
7686S50JAH,INGENOL MEBUTATE,,approved,,
82S8X8XX8H,RUXOLITINIB,,approved,,
2MRO291B4U,CLOBAZAM,,approved,,
2BTY8KH53L,DEFERIPRONE,,approved,,
53AH36668S,CRIZOTINIB,,approved,,
7PG89G35Q7,ICATIBANT,,approved,,
207SMY3FQT,VEMURAFENIB,,approved,,
GLH0314RVC,TICAGRELOR,,approved,,
9NDF7JZ4M3,RIVAROXABAN,,approved,,
12G01I6BBU,EZOGABINE,,approved,,
Z5N076G8YQ,FIDAXOMICIN,,approved,,
655M5O3W0U,TELAPREVIR,,approved,,
FI96A8X663,RILPIVIRINE,,approved,,
89BT58KELH,BOCEPREVIR,,approved,,
3X29ZEJ4R2,LINAGLIPTIN,,approved,,
EM5OCB9YJ6,ABIRATERONE ACETATE,,approved,,
YO460OQ37K,VANDETANIB,,approved,,
6CW7F3G59X,GABAPENTIN,,approved,,
0P6C6ZOP5U,ROFLUMILAST,,approved,,
S239O2OOV3,VILAZODONE,,approved,,
3U02EL437C,CLINDAMYCIN,,approved,,
CM1N99QR1M,METRIZOIC ACID,,approved,,
P9G3CKZ4P5,GANCICLOVIR,,approved,,
9G34HU7RV0,EDETIC ACID,,approved,,
Q41OR9510P,MELPHALAN,,approved,,
112,BLEOMYCIN,,approved,,
Q573I9DVLP,LEUCOVORIN,,approved,,
8N3DW7272P,CYCLOPHOSPHAMIDE,,approved,,
VZ8RRZ51VK,TOBRAMYCIN,,approved,,
5B2658E0N2,AMINOSALICYLIC ACID,,approved,,
5UVC90J1LK,DIATRIZOIC ACID,,approved,,
TKQ858A3VW,IODIPAMIDE,,approved,,
84319SGC3C,AMIKACIN,,approved,,
NNU2O4609D,ENTECAVIR ANHYDROUS,,approved,,
8G167061QZ,ETHAMBUTOL,,approved,,
4O5J85GJJB,NETILMICIN,,approved,,
61JJC8N5ZK,PAROMOMYCIN,,approved,,
6X4F561V3W,UNOPROSTONE,,approved,,
23OW28RS7P,QUINUPRISTIN,,approved,,
SPU695OD73,LODOXAMIDE,,approved,,
V83O1VOZ8L,ISONIAZID,,approved,,
Q8BIH59O7H,ALTRETAMINE,,approved,,
7XU7A7DROE,AMPHOTERICIN B,,approved,,
C7D6T3H22J,ARTEMETHER,,approved,,
W9WZN9A0GM,BENZOYL PEROXIDE,,approved,,
G1LN9045DK,BUSULFAN,,approved,,
21925K482H,CARISOPRODOL,,approved,,
18D0SL7309,CHLORAMBUCIL,,approved,,
R4KO0DY52L,CHLORHEXIDINE,,approved,,
57U5YI11WP,CHLORPHENESIN CARBAMATE,,approved,,
LMK22VUH23,CINOXACIN,,approved,,
47M74X9YT5,CLADRIBINE,,approved,,
7BHQ856EJ5,CLIOQUINOL,,approved,,
04079A1RDZ,CYTARABINE,,approved,,
1801D76STL,DIRITHROMYCIN,,approved,,
BHV525JOBH,DORIPENEM,,approved,,
NA8320J834,EPTIFIBATIDE,,approved,,
OAY8ORS3CQ,ETHIONAMIDE,,approved,,
D83282DT06,FLUCYTOSINE,,approved,,
Q2OS4303HZ,HALOFANTRINE,,approved,,
LGP81V5245,IDOXURIDINE,,approved,,
4419T9MX03,IOHEXOL,,approved,,
JR13W81H44,IOPAMIDOL,,approved,,
712BAC33MZ,IOPROMIDE,,approved,,
N3RIB7X24K,IOVERSOL,,approved,,
2T8Q726O95,LAMIVUDINE,,approved,,
4H12RJ0A6E,R-LINEZOLID,,approved,,
7BRF0Z81KG,LOMUSTINE,,approved,,
F38R0JR742,LUMEFANTRINE,,approved,,
23Q8M2HE6S,MECLOCYCLINE,,approved,,
NR7O1405Q9,MESNA,,approved,,
1NMA9J598Y,METAXALONE,,approved,,
50SG953SK6,MITOMYCIN,,approved,,
8O0C852CPO,NATAMYCIN,,approved,,
60158CV180,NELARABINE,,approved,,
00BCY677OT,"OXAMNIQUINE, (-)-",,approved,,
7GAQ2332NK,PEMOLINE,,approved,,
673LC5J4LQ,PENTAMIDINE,,approved,,
NIJ123W41V,PLICAMYCIN,,approved,,
6490C9U457,PRAZIQUANTEL,,approved,,
2KNI5N06TI,PYRAZINAMIDE,,approved,,
XJM390A33U,RIFAPENTINE,,approved,,
5W494URQ81,STREPTOZOCIN,,approved,,
2OC4HKD3SF,TELBIVUDINE,,approved,,
KI8H7H19WL,TELITHROMYCIN,,approved,,
YF1K15M17Y,TEMOZOLOMIDE,,approved,,
905Z5W3GKH,THIOTEPA,,approved,,
70JE2N95KR,TIGECYCLINE,,approved,,
033KF7V46H,TINIDAZOLE,,approved,,
C5W04GO61S,TIOPRONIN,,approved,,
RMW9V5RW38,TRIFLURIDINE,,approved,,
JFU09I87TR,VORICONAZOLE,,approved,,
M94R1PM439,ECAMSULE,,approved,,
84F6U3J2R6,GADODIAMIDE,,approved,,
Q1D0Q7R4D9,PERFLUBRON,,approved,,
9WCI9N7UUQ,STIBOCAPTATE,,approved,,
78OY3Z0P7Z,AMINACRINE,,approved,,
Y79XT83BJ9,AMINOHIPPURIC ACID,,approved,,
LKG8494WBH,BENZYL ALCOHOL,,approved,,
D6S4O4XD0H,CROTAMITON,,approved,,
5J9CPU3RE0,FURAZOLIDONE,,approved,,
R4R8J0Q44B,GLUCONIC ACID,,approved,,
495W7451VQ,GUAIFENESIN,,approved,,
39J262E49W,HYDROXYSTILBAMIDINE,,approved,,
UM20QQM95Y,IFOSFAMIDE,,approved,,
FA675Q0E3E,IOCETAMIC ACID,,approved,,
4RII332O0R,IODAMIDE,,approved,,
A4YJ7J11TG,IOXILAN,,approved,,
WXR179L51S,ISOSORBIDE,,approved,,
J50OIX95QV,METHENAMINE,,approved,,
RHH3W8F1CO,METRIZAMIDE,,approved,,
3B91HWA56M,NALIDIXIC ACID,,approved,,
BDF1O1C72E,NYSTATIN,,approved,,
4Y5P7MUD51,OCTINOXATE,,approved,,
5A68WGF6WM,OCTOCRYLENE,,approved,,
95OOS7VE0Y,OXYBENZONE,,approved,,
7A314HQM0I,PENTETIC ACID,,approved,,
FX3WJ41CMX,PERFLEXANE,,approved,,
6WVL9C355G,PHENSUXIMIDE,,approved,,
52936SIP7V,PHENYL AMINOSALICYLATE,,approved,,
ER5I1W795A,PHENYLACETIC ACID,,approved,,
6Q99RDT97R,PIPOBROMAN,,approved,,
EPD1EH7F53,PROPOXYCAINE,,approved,,
JR0N7XD5GZ,QUINESTROL,,approved,,
S4TF6I2330,SULBACTAM,,approved,,
3L179F09D6,SULFAMETER,,approved,,
0619F35CGV,TETRACAINE,,approved,,
4NM5039Y5X,TRICLOSAN,,approved,,
Y6UY8OV51T,TRIOXSALEN,,approved,,
724L30Y2QR,URSODIOL,,approved,,
0199MV609F,GADOTERIDOL,,approved,,
NS6Q291771,ISOSULFAN BLUE INNER SALT,,approved,,
W7KQ46GJ8U,URACIL MUSTARD,,approved,,
5SL0G7R0OK,ANHYDROUS DEXTROSE,,approved,,
L7J6A1NE81,"BENZOIN, (+/-)-",,approved,,
TPY09G7XIR,FLUORESCEIN,,approved,,
U4VJ29L7BQ,METHOXSALEN,,approved,,
N863NB338G,BENZYL BENZOATE,,approved,,
XV74C1N1AE,HYDROQUINONE,,approved,,
LWK91TU9AH,PIPERONYL BUTOXIDE,,approved,,
VQ093653DO,MENADIOL,,approved,,
NGU5H31YO9,MOXIDECTIN,,approved,,
6QFP76V7S7,EPRODISATE,,approved,,
1619C79FVJ,PELUBIPROFEN,,approved,,
4BLU68P76A,PR-69,,approved,,
H19C446XXB,RUBITECAN,,approved,,
4EDF46E4GI,CILENGITIDE,,approved,,
K75ZUN743Q,NOLATREXED,,approved,,
YDB1AQ7N4L,OSUTIDINE,,approved,,
O03S90U1F2,TOCOPHERSOLAN,,approved,,
KJ5I25TXYL,METHAPYRILENE FUMARATE,,approved,,
G58F8OPL4I,SULFABENZAMIDE,,approved,,
PWZ1720CBH,BEMOTRIZINOL,,approved,,
1VU15B70BP,BENZETHONIUM,,approved,,
L02U804092,LIMAPROST,,approved,,
8V32U4AOQU,NOSCAPINE,,approved,,
QZV2W997JQ,PICOLINIC ACID,,approved,,
SP86R356CC,ACETANILIDE,,approved,,
RJ9V9V09VM,ALTINICLINE,,approved,,
9NV2SR34P8,BETIATIDE,,approved,,
JB937PER5C,DIMENHYDRINATE,,approved,,
0F32U78V2Q,CHLOROXYLENOL,,approved,,
CIW5S16655,DDT,,approved,,
I5ZZY3DC5G,CLOFLUCARBAN,,approved,,
BPF36H1G6S,CLOXYQUIN,,approved,,
Z4XE6IBF3V,DANTHRON,,approved,,
NH5000009I,DEHYDROCHOLIC ACID,,approved,,
Z3D4AJ1R48,DIBENZOTHIOPHENE,,approved,,
T1J0JOU64O,DICHLOROPHEN,,approved,,
UIN4PYP84R,DIPERODON ANHYDROUS,,approved,,
9YQ9DI1W42,ENSULIZOLE,,approved,,
621BVT9M36,FENBENDAZOLE,,approved,,
V06SV4M95S,HOMOSALATE,,approved,,
EQK9Q303C5,KANAMYCIN A,,approved,,
LQU92IU8LL,PROPYLHEXEDRINE,,approved,,
29CS07FZII,CALCIUM MANDELATE,,approved,,
8X09WU898T,MARBOFLOXACIN,,approved,,
7PV0B6ED98,MEBROFENIN,,approved,,
73OS0QIN3O,MEDRONIC ACID,,approved,,
4X49Y0596W,OCTISALATE,,approved,,
M3EFS94984,ORMETOPRIM,,approved,,
Z11006CMUZ,PADIMATE O,,approved,,
WV9CM0O67Z,PANTHENOL,,approved,,
68E52E5J67,PARETHOXYCAINE,,approved,,
32C726X12W,PENTOXYVERINE,,approved,,
F66XUI6GZL,PIPEROCAINE,,approved,,
Z8IX2SC1OH,PROPYLPARABEN,,approved,,
FA1N0842KB,SALICYL ALCOHOL,,approved,,
EM8BM710ZC,SALICYLAMIDE,,approved,,
49DG2B481W,SULFADIMETHOXINE SODIUM,,approved,,
XHX3C3X673,TRIACETIN,,approved,,
6MCE3VTF0O,TRIBROMSALAN,,approved,,
BGG1Y1ED0Y,TRICLOCARBAN,,approved,,
9O3K93S3TK,TROLAMINE,,approved,,
5WBR90FN3H,FOSVESET,,approved,,
58L0ARN50R,MERBROMIN CATION,,approved,,
S72Q2F09HY,CEFPIROME,,approved,,
2260ZP67IT,TIPEPIDINE,,approved,,
80719I460H,METHYLATROPINIUM,,approved,,
660932TPY6,ORBIFLOXACIN,,approved,,
RPK779R03H,ACECLOFENAC,,approved,,
5V141XK28X,ACEMETACIN,,approved,,
HW5B6351RZ,ACTARIT,,approved,,
QUY32964DJ,ANETHOLTRITHION,,approved,,
PV23P19YUG,AZELNIDIPINE,,approved,,
Y92OUS2H9B,BENFOTIAMINE,,approved,,
97O6X78C53,BENPERIDOL,,approved,,
4POG0RL69O,BENZBROMARONE,,approved,,
YR5U3L9ZH1,BIAPENEM,,approved,,
LYH6F7I22E,BROMPERIDOL,,approved,,
5XZM1R3DKF,BROTIZOLAM,,approved,,
R80LRA5WTF,BUCILLAMINE,,approved,,
8T96I3U713,CADRALAZINE,,approved,,
74CQ4Q3N63,CEFTERAM,,approved,,
SDS4N642GG,CHLORMADINONE,,approved,,
Z7489237QT,CIFENLINE,,approved,,
0374EZJ8CU,CLINOFIBRATE,,approved,,
17S83WON0I,CLOPAMIDE,,approved,,
VX4S2N85F5,CYCLOPENTHIAZIDE,,approved,,
W77UAL9THI,DELAPRIL,,approved,,
623OAC38YU,DIMEMORFAN,,approved,,
398E7Z7JB5,DOPEXAMINE,,approved,,
TQD7Q784P1,EBASTINE,,approved,,
S798V6YJRP,EDARAVONE,,approved,,
40ZTP2T37Q,EFONIDIPINE,,approved,,
424DV0807X,EPALRESTAT,,approved,,
2M2P0551D3,EPERISONE,,approved,,
76J0853EKA,ERDOSTEINE,,approved,,
A76XI0HL37,ETIZOLAM,,approved,,
UR9VPI71PT,FUDOSTEINE,,approved,,
39WPC8JHR8,GALLOPAMIL,,approved,,
78YC2MAX4O,GAMOLENIC ACID,,approved,,
V72H9867WB,GARENOXACIN,,approved,,
1421533RCM,GESTRINONE,,approved,,
G9L6B3W684,HEXOPRENALINE,,approved,,
4IHY34Y2NV,IGURATIMOD,,approved,,
XJR8Y07LJO,IMIDAFENACIN,,approved,,
17E17JBP8L,IOMEPROL,,approved,,
49S4O7ADLC,LAFUTIDINE,,approved,,
62NWQ924LH,LANDIOLOL,,approved,,
DEE37CY4VO,LOMERIZINE,,approved,,
3583H0GZAP,LOXOPROFEN,,approved,,
RE91AN4S8G,LULICONAZOLE,,approved,,
6O4754US88,MANIDIPINE,,approved,,
27Y876D139,MENATETRENONE,,approved,,
244O1F90NA,MIZOLASTINE,,approved,,
4JR41A10VP,MIZORIBINE,,approved,,
D46583G77X,MOLSIDOMINE,,approved,,
6CL9Y5YZEQ,NADIFLOXACIN,,approved,,
R9PHW59SFN,NAFTOPIDIL,,approved,,
4Y8BMI9YGC,OLPRINONE,,approved,,
D23ZXO613C,OPIPRAMOL,,approved,,
J31IL9Z2EE,OXATOMIDE,,approved,,
L256JB984D,OZAGREL,,approved,,
4CZ1R38NDI,PAZUFLOXACIN,,approved,,
10L39TRG1Z,PENTAERYTHRITOL TETRANITRATE,,approved,,
J42298IESW,PRULIFLOXACIN,,approved,,
G6242H2NAA,QUINACRINE HYDROCHLORIDE,,approved,,
4U58JM421N,SERATRODAST,,approved,,
2B668TJX8E,SOFALCONE,,approved,,
R02XOT8V8I,STIRIPENTOL,,approved,,
4T0HO29O56,SUPLATAST,,approved,,
7AM2J46Z1Y,TALIPEXOLE,,approved,,
57B67OXM8F,TETRAPRENYLACETONE,,approved,,
LAH70H9JPH,TIAPRIDE,,approved,,
FF9X0205V2,TIBOLONE,,approved,,
EYG5Y6355E,TRAPIDIL,,approved,,
CO61ER3EPI,TREOSULFAN,,approved,,
W6QJX1Q00Z,TROXIPIDE,,approved,,
A78GF17HJS,URAPIDIL,,approved,,
4S9EY0NUEC,XIPAMIDE,,approved,,
H8635NG3PY,ZALTOPROFEN,,approved,,
C69JI1BAU8,AMOSULALOL,,approved,,
418546MT3A,BEFUNOLOL,,approved,,
AYN5T18K5R,BROVINCAMINE,,approved,,
B908C4MV2R,CEFROXADINE,,approved,,
446254H55G,CROCONAZOLE,,approved,,
KR5YZ6AE4B,DEFLAZACORT,,approved,,
RPQ57D8S72,DOCARPAMINE,,approved,,
17VM9WN49U,EGUALEN,,approved,,
2208ZLI77S,EPTAZOCINE,,approved,,
VJB5FW9W9J,ETHYL LOFLAZEPATE,,approved,,
G70A8514T8,FALECALCITRIOL,,approved,,
89RBZ66NVC,INDISETRON,,approved,,
GU56C842ZA,LORMETAZEPAM,,approved,,
S5969B6237,MEXAZOLAM,,approved,,
FVM336I71Y,NIPRADILOL,,approved,,
GQ8ADD54E1,OMOCONAZOLE,,approved,,
8G15T83E6I,OXITROPIUM,,approved,,
34AP3BBP9T,PIMOBENDAN,,approved,,
MV715X4634,PLAUNOTOL,,approved,,
03QB156W6I,TEMOCILLIN,,approved,,
QUF41MF56G,TILISOLOL,,approved,,
97B5KCW80W,BIMOSIAMOSE,,approved,,
67Y4P5C84X,CINEPAZIDE,,approved,,
I7G14NW5EC,DIPHENCYPRONE,,approved,,
1ISE2Y6ULA,GEFARNATE,,approved,,
1664P6E6MI,GESTODENE,,approved,,
A60X6MBU6G,BECATECARIN,,approved,,
F0X88YW0YK,AICAR,,approved,,
806529YU1N,ACETARSOL,,approved,,
Q3JEK5DO4K,ANETHOLE,,approved,,
0745KNO26J,ASPOXICILLIN,,approved,,
03N9U5JAF6,ATIPAMEZOLE,,approved,,
Q022B63JPM,BALOFLOXACIN,,approved,,
G4AG71204O,BENDAZAC,,approved,,
3W0M245736,BETAMIPRON,,approved,,
G34N38R2N1,BROXURIDINE,,approved,,
3K654P2M4J,BUFOGENIN,,approved,,
W2115E9C7B,BUFORMIN,,approved,,
R890C8J3N1,CARBARIL,,approved,,
3H4OD401LF,CARBAZOCHROME SALICYLATE,,approved,,
1CB0HBT12C,CARBOQUONE,,approved,,
HA82M3RAB2,CARMOFUR,,approved,,
X6UK728GLZ,CARPRONIUM,,approved,,
2Z86SYP11W,CEFTEZOLE,,approved,,
83JL932I1C,CEFTIOFUR,,approved,,
LVZ1VC61HB,CEPHALORIDINE,,approved,,
R0C9NIE5JJ,CHROMONAR,,approved,,
8R1V1STN48,CIANIDANOL,,approved,,
8ATB1C1R6X,CILOMILAST,,approved,,
LT69WY1J6D,CLOBETASONE,,approved,,
1NY2IX043A,CLOBUTINOL,,approved,,
Z05HCY0X1T,CLOTHIAPINE,,approved,,
3LF09TBB5W,DIAMTHAZOLE DIHYDROCHLORIDE,,approved,,
89134SCM7M,DILOXANIDE,,approved,,
AOX68RY4TV,DINITOLMIDE,,approved,,
9L87N86R9A,DIPYRITHIONE,,approved,,
CZU6V3902K,EFLOXATE,,approved,,
9YVR68W306,ENOCITABINE,,approved,,
3DX3XEK1BN,ENROFLOXACIN,,approved,,
3B46O2FH8I,EPIRIZOLE,,approved,,
YE7586973L,EPITIOSTANOL,,approved,,
39517A04PS,EPRISTERIDE,,approved,,
L929ZCK4BF,ETHENZAMIDE,,approved,,
42O8UF5CJB,FASORACETAM,,approved,,
S75C401OS1,FEBANTEL,,approved,,
0YHF6E6NLS,FENTIAZAC,,approved,,
7BVX6J0CGR,FEPRAZONE,,approved,,
N804LDH51K,FLEROXACIN,,approved,,
05V5NVB5Y1,FLOPROPIONE,,approved,,
FA517NS3N7,FLUPREDNIDENE,,approved,,
TJ2KK6NYJS,FOMINOBEN,,approved,,
KE474IKG1W,GLYCLOPYRAMIDE,,approved,,
852A84Y8LS,HEXETIDINE,,approved,,
3T5NG4Q468,HYMECROMONE,,approved,,
84C5PTP9X6,IOTROXIC ACID,,approved,,
QBX79NZC1D,IRSOGLADINE,,approved,,
R3BD0YW4ZF,LEMILDIPINE,,approved,,
N2Z8ALG4U5,LYNESTRENOL,,approved,,
RV59PND975,MALOTILATE,,approved,,
9SUK9B7XVY,MEBHYDROLIN,,approved,,
X1NS9SNS92,MEFRUSIDE,,approved,,
BX98J4T6JU,MELENGESTROL,,approved,,
Q7T0Y1109Z,MELITRACEN,,approved,,
215U8X2R44,NICOMOL,,approved,,
5VZ7GZM43E,NIFEKALANT,,approved,,
4532264KW6,NIMETAZEPAM,,approved,,
D2P3M6SRN5,NORFENEFRINE,,approved,,
695DKH33EI,NYLIDRIN,,approved,,
P8ZQ646136,OLEANDOMYCIN,,approved,,
MN4I850D4P,OXENDOLONE,,approved,,
IP8QT76V17,OXETHAZAINE,,approved,,
S6M3YBG8QA,PARALDEHYDE,,approved,,
483AU1Y5CZ,PERFLENAPENT,,approved,,
4N8UJJ27IM,PERLAPINE,,approved,,
878CEJ4HGX,PHENETURIDE,,approved,,
AV0X7V6CSE,PILSICAINIDE,,approved,,
RJO31255V9,PIPERIDOLATE,,approved,,
2R7O1ET613,PRANOPROFEN,,approved,,
5RTA398U4H,PROPENTOFYLLINE,,approved,,
8X1R260V33,PROPICILLIN,,approved,,
468GE2241L,PROPIVERINE,,approved,,
OED8FV75PY,PROPYPHENAZONE,,approved,,
76YOO33643,PROTIONAMIDE,,approved,,
13G1DMN4P0,PROXYPHYLLINE,,approved,,
81R511UV73,PYRICARBATE,,approved,,
GH9IW85221,ROLITETRACYCLINE,,approved,,
H5GU9YQL7L,ROXARSONE,,approved,,
X55XSL74YQ,SISOMICIN,,approved,,
9TD681796G,SITAFLOXACIN,,approved,,
R1308VH37P,SOBUZOXANE,,approved,,
Q2VYF0562D,SULBENICILLIN,,approved,,
42NCM1BW43,SULBUTIAMINE,,approved,,
15XQ8043FN,SULFAGUANIDINE,,approved,,
T034E4NS2Z,SULFAMETHOXYPYRIDAZINE,,approved,,
U700P169W2,SULFAMONOMETHOXINE,,approved,,
86TDZ5WP2B,SUXIBUZONE,,approved,,
PPG46JF0EG,SYROSINGOPINE,,approved,,
T0248823H1,TAZANOLAST,,approved,,
1548R74NSZ,TEGAFUR,,approved,,
RE0689TX2K,TENATOPRAZOLE,,approved,,
6734037O3L,TESAGLITAZAR,,approved,,
626DQ7N19L,TIMIPERONE,,approved,,
C9Z9ICZ7YR,TINORIDINE,,approved,,
1U1N0YXM99,TOBORINONE,,approved,,
P53R4420TR,TRENBOLONE,,approved,,
H1187LU49Q,TREPIBUTONE,,approved,,
Z7N0Y673NU,TRIBENOSIDE,,approved,,
60KQZ0388Y,TROXACITABINE,,approved,,
76LO2L2V39,ZERANOL,,approved,,
CO4U2C8ORZ,AFLOQUALONE,,approved,,
0255AHR9GJ,ALMINOPROFEN,,approved,,
57DQA39DO2,BEMEGRIDE,,approved,,
3AA6IZ48YK,BENPROPERINE,,approved,,
595CNE7RHB,BOLANDIOL DIPROPIONATE,,approved,,
S0177QHV2B,BUDRALAZINE,,approved,,
WS1467RT9Z,BUFETOLOL,,approved,,
6MDC25LQSR,BUTOCTAMIDE,,approved,,
7WSK03KXXW,BUTROPIUM,,approved,,
T0785J3X40,CEFBUPERAZONE,,approved,,
098633Q42P,CEFLUPRENAM,,approved,,
Q2PLT3FS05,CLOREXOLONE,,approved,,
GYL649Z0HY,CLOXAZOLAM,,approved,,
FT8753F8R9,CYCOTIAMINE,,approved,,
Z380L7N00P,DEPRODONE,,approved,,
V93U9DH62C,EMORFAZONE,,approved,,
1ZFB1FR98E,ETIFELMINE,,approved,,
O04HVX6A9Q,FLOCTAFENINE,,approved,,
5G2K7O5D8S,FLUTAZOLAM,,approved,,
2GHY1101MM,FLUTOPRAZEPAM,,approved,,
45KZB1FOLS,GEMEPROST,,approved,,
H4G605B7VP,GESTONORONE,,approved,,
7KKS9R192F,GIMATECAN,,approved,,
UA8SE1325T,GIMERACIL,,approved,,
M448L2V8XP,HALOXAZOLAM,,approved,,
F72UWG2SWK,IOBENZAMIC ACID,,approved,,
182ECH14UH,IOBITRIDOL,,approved,,
R4823W2PQL,ISOAMINILE,,approved,,
8M568DM08K,LENAMPICILLIN,,approved,,
D6NBQ3H12U,LENAPENEM,,approved,,
759N8462G8,LOPRAZOLAM,,approved,,
I6X824OGWZ,MAZATICOL,,approved,,
26849YC38E,MEBEZONIUM,,approved,,
0SRQ75X9I9,MESTEROLONE,,approved,,
EG6V6W7WDD,MESULFEN,,approved,,
KVL61ZF9UO,NETICONAZOLE,,approved,,
KR2L2A68XL,NORMETHADONE,,approved,,
7ZNX9ET039,OBERADILOL,,approved,,
I4LK9LH4DJ,ORNOPROSTIL,,approved,,
1V2WI2NA1C,OXAZOLAM,,approved,,
W9769W09JF,PANIPENEM,,approved,,
FX5AUU7Z8T,PERZINFOTEL,,approved,,
LPP64AWZ7L,PHOLCODINE,,approved,,
RYH2T97J77,RANIMUSTINE,,approved,,
4K8KA8B61G,REPIRINAST,,approved,,
BZF2ZM0I5Z,RETASPIMYCIN,,approved,,
D4SL77931L,RITIPENEM,,approved,,
7L38105Z6E,SETIPTILINE,,approved,,
QU6P2P8XLW,SIMETRIDE,,approved,,
L2R75RQX26,SIMFIBRATE,,approved,,
G6VI5P84SX,TILMACOXIB,,approved,,
G36A0E9CVT,TRIPAMIDE,,approved,,
8Z7O7C1SLZ,UFENAMATE,,approved,,
5COW40EV8M,VESNARINONE,,approved,,
88S87KL877,ROSIN,,approved,,
IGL471WQ8P,CANTHARIDIN,,approved,,
SB0N2N0WV6,LYCOPENE,,approved,,
9G2MP84A8W,2-DEOXYGLUCOSE,,approved,,
BWD3D5941J,5α-ANDROST-16-EN-3-ONE,,approved,,
93371T1BXP,ACONITIC ACID,,approved,,
EOL5G26Q9F,CAPTAN,,approved,,
936JST6JCN,CETYL ALCOHOL,,approved,,
6MRZ85RNHQ,DIPHENYLGUANIDINE,,approved,,
M9JGK7U88V,ETHOHEXADIOL,,approved,,
7N464URE7E,FLAVIN MONONUCLEOTIDE,,approved,,
3I1VBB7AXH,GLYCOL SALICYLATE,,approved,,
2U918O4BEV,ACRISORCIN,,approved,,
M629807ATL,IMIDUREA,,approved,,
V30V6H1QX4,IODOANTIPYRINE,,approved,,
M4R0H12F6M,METHYLDOPA ANHYDROUS,,approved,,
VCD7623F3K,MORPHOLINYLMERCAPTOBENZOTHIAZOLE,,approved,,
FPD5WTK4TS,N-ACETYLMANNOSAMINE,,approved,,
DA8G610ZO5,N-ACETYLTYROSINE,,approved,,
UCA53G94EV,N-CYCLOHEXYL-2-BENZOTHIAZOSULFENAMIDE,,approved,,
